Country,Strategy,Eq,Bo,Withdrawal,Rebalance,TrailAver,TrailMax,TrailMin,WDAver,WDMax,WDMin,SuccessRate, 
Ireland.JPG,1,55,30,2.00,11,8.69,45.74,0.76,80,80,80,1.00,
Ireland.JPG,1,55,30,2.50,11,7.21,34.69,0.00,100,100,0,1.00,
Ireland.JPG,1,55,30,3.00,11,5.57,44.37,0.00,120,120,0,0.99,
Ireland.JPG,1,55,30,3.50,11,4.06,66.35,0.00,139,140,0,0.94,
Ireland.JPG,1,55,30,4.00,11,2.66,32.71,0.00,156,160,0,0.79,
Ireland.JPG,1,55,30,4.50,11,1.51,24.56,0.00,164,180,0,0.54,
Ireland.JPG,1,55,30,5.00,11,0.74,25.89,0.00,169,200,0,0.32,
Ireland.JPG,1,55,30,5.50,11,0.36,22.80,0.00,166,220,0,0.16,
Ireland.JPG,1,55,30,6.00,11,0.12,24.57,0.00,160,240,0,0.06,
Ireland.JPG,1,55,30,6.50,11,0.05,13.38,0.00,153,260,0,0.02,
Ireland.JPG,1,55,30,7.00,11,0.02,15.59,0.00,149,280,0,0.01,
Ireland.JPG,1,55,30,7.50,11,0.00,7.64,0.00,143,300,0,0.00,
Ireland.JPG,1,55,30,8.00,11,0.00,2.33,0.00,140,320,0,0.00,
Ireland.JPG,1,55,30,8.50,11,0.01,25.00,0.00,138,340,0,0.00,
Ireland.JPG,1,55,30,9.00,11,0.00,0.85,0.00,135,360,0,0.00,
Ireland.JPG,1,55,30,9.50,11,0.00,0.00,0.00,133,380,0,0.00,
Italy.JPG,1,55,30,0.00,11,5.45,23.30,0.90,0,0,0,1.00,
Italy.JPG,1,55,30,0.50,11,4.47,28.97,0.40,20,20,20,1.00,
Italy.JPG,1,55,30,1.00,11,3.60,23.79,0.21,40,40,40,1.00,
Italy.JPG,1,55,30,1.50,11,2.72,21.90,0.00,60,60,0,0.99,
Italy.JPG,1,55,30,2.00,11,1.89,24.07,0.00,79,80,0,0.91,
Italy.JPG,1,55,30,2.50,11,1.12,21.37,0.00,96,100,0,0.72,
Italy.JPG,1,55,30,3.00,11,0.56,17.11,0.00,108,120,0,0.42,
Italy.JPG,1,55,30,3.50,11,0.24,12.33,0.00,113,140,0,0.20,
Italy.JPG,1,55,30,4.00,11,0.08,7.04,0.00,115,160,0,0.08,
Italy.JPG,1,55,30,4.50,11,0.03,5.26,0.00,115,180,0,0.03,
Italy.JPG,1,55,30,5.00,11,0.01,9.87,0.00,114,200,0,0.01,
Italy.JPG,1,55,30,5.50,11,0.00,5.22,0.00,113,220,0,0.00,
Italy.JPG,1,55,30,6.00,11,0.00,2.39,0.00,112,240,0,0.00,
Italy.JPG,1,55,30,6.50,11,0.00,0.00,0.00,111,260,0,0.00,
Italy.JPG,1,55,30,7.00,11,0.00,0.00,0.00,111,280,0,0.00,
Italy.JPG,1,55,30,7.50,11,0.00,0.00,0.00,111,300,0,0.00,
Italy.JPG,1,55,30,8.00,11,0.00,0.00,0.00,110,320,0,0.00,
Italy.JPG,1,55,30,8.50,11,0.00,0.00,0.00,110,340,0,0.00,
Italy.JPG,1,55,30,9.00,11,0.00,0.00,0.00,110,360,0,0.00,
Italy.JPG,1,55,30,9.50,11,0.00,0.00,0.00,110,380,0,0.00,
Japan.JPG,1,55,30,0.00,11,11.68,66.01,1.25,0,0,0,1.00,
Japan.JPG,1,55,30,0.50,11,10.43,130.13,0.75,20,20,20,1.00,
Japan.JPG,1,55,30,1.00,11,8.89,63.37,0.10,40,40,40,1.00,
Japan.JPG,1,55,30,1.50,11,7.43,76.79,0.00,60,60,0,1.00,
Japan.JPG,1,55,30,2.00,11,6.18,55.13,0.00,80,80,0,0.98,
Japan.JPG,1,55,30,2.50,11,4.92,67.98,0.00,99,100,0,0.94,
Japan.JPG,1,55,30,3.00,11,3.53,39.26,0.00,117,120,0,0.83,
Japan.JPG,1,55,30,3.50,11,2.48,32.73,0.00,130,140,0,0.65,
Japan.JPG,1,55,30,4.00,11,1.54,42.13,0.00,140,160,0,0.47,
Japan.JPG,1,55,30,4.50,11,0.98,34.07,0.00,143,180,0,0.30,
Japan.JPG,1,55,30,5.00,11,0.52,28.85,0.00,144,200,0,0.17,
Japan.JPG,1,55,30,5.50,11,0.25,22.95,0.00,142,220,0,0.09,
Japan.JPG,1,55,30,6.00,11,0.12,23.57,0.00,138,240,0,0.04,
Japan.JPG,1,55,30,6.50,11,0.05,18.52,0.00,136,260,0,0.02,
Japan.JPG,1,55,30,7.00,11,0.02,10.52,0.00,133,280,0,0.01,
Japan.JPG,1,55,30,7.50,11,0.00,12.21,0.00,130,300,0,0.00,
Japan.JPG,1,55,30,8.00,11,0.00,3.58,0.00,128,320,0,0.00,
Japan.JPG,1,55,30,8.50,11,0.00,8.01,0.00,127,340,0,0.00,
Japan.JPG,1,55,30,9.00,11,0.00,6.42,0.00,124,360,0,0.00,
Japan.JPG,1,55,30,9.50,11,0.00,0.00,0.00,123,380,0,0.00,
Netherlands.JPG,1,55,30,0.00,11,19.03,112.96,6.66,0,0,0,1.00,
Netherlands.JPG,1,55,30,0.50,11,16.98,69.22,5.77,20,20,20,1.00,
Netherlands.JPG,1,55,30,1.00,11,15.39,66.58,4.12,40,40,40,1.00,
Netherlands.JPG,1,55,30,1.50,11,13.54,55.20,3.87,60,60,60,1.00,
Netherlands.JPG,1,55,30,2.00,11,11.73,63.84,2.36,80,80,80,1.00,
Netherlands.JPG,1,55,30,2.50,11,9.85,46.76,1.64,100,100,100,1.00,
Netherlands.JPG,1,55,30,3.00,11,8.08,48.95,0.23,120,120,120,1.00,
Netherlands.JPG,1,55,30,3.50,11,6.30,59.35,0.00,140,140,0,1.00,
Netherlands.JPG,1,55,30,4.00,11,4.46,69.81,0.00,159,160,0,0.96,
Netherlands.JPG,1,55,30,4.50,11,2.83,35.85,0.00,176,180,0,0.81,
Netherlands.JPG,1,55,30,5.00,11,1.57,38.51,0.00,185,200,0,0.54,
Netherlands.JPG,1,55,30,5.50,11,0.67,27.84,0.00,184,220,0,0.28,
Netherlands.JPG,1,55,30,6.00,11,0.27,17.09,0.00,177,240,0,0.11,
Netherlands.JPG,1,55,30,6.50,11,0.11,18.17,0.00,169,260,0,0.04,
Netherlands.JPG,1,55,30,7.00,11,0.04,19.00,0.00,161,280,0,0.01,
Netherlands.JPG,1,55,30,7.50,11,0.02,10.83,0.00,155,300,0,0.01,
Netherlands.JPG,1,55,30,8.00,11,0.01,15.63,0.00,150,320,0,0.00,
Netherlands.JPG,1,55,30,8.50,11,0.00,3.06,0.00,146,340,0,0.00,
Netherlands.JPG,1,55,30,9.00,11,0.00,3.97,0.00,142,360,0,0.00,
Netherlands.JPG,1,55,30,9.50,11,0.00,0.00,0.00,139,380,0,0.00,
NewZealand.JPG,1,55,30,0.00,11,26.46,64.08,9.00,0,0,0,1.00,
NewZealand.JPG,1,55,30,0.50,11,24.49,71.56,7.08,20,20,20,1.00,
NewZealand.JPG,1,55,30,1.00,11,22.04,77.53,6.90,40,40,40,1.00,
NewZealand.JPG,1,55,30,1.50,11,19.95,90.36,5.58,60,60,60,1.00,
NewZealand.JPG,1,55,30,2.00,11,17.49,51.92,4.52,80,80,80,1.00,
NewZealand.JPG,1,55,30,2.50,11,15.53,49.04,3.82,100,100,100,1.00,
NewZealand.JPG,1,55,30,3.00,11,13.15,53.93,2.00,120,120,120,1.00,
NewZealand.JPG,1,55,30,3.50,11,10.71,38.66,0.79,140,140,140,1.00,
NewZealand.JPG,1,55,30,4.00,11,8.63,38.53,0.00,160,160,0,1.00,
NewZealand.JPG,1,55,30,4.50,11,6.28,28.45,0.00,180,180,0,0.97,
NewZealand.JPG,1,55,30,5.00,11,4.25,26.78,0.00,198,200,0,0.90,
NewZealand.JPG,1,55,30,5.50,11,2.42,28.50,0.00,210,220,0,0.69,
NewZealand.JPG,1,55,30,6.00,11,1.07,19.97,0.00,210,240,0,0.39,
NewZealand.JPG,1,55,30,6.50,11,0.40,13.98,0.00,202,260,0,0.17,
NewZealand.JPG,1,55,30,7.00,11,0.12,14.60,0.00,188,280,0,0.05,
NewZealand.JPG,1,55,30,7.50,11,0.02,6.17,0.00,178,300,0,0.01,
NewZealand.JPG,1,55,30,8.00,11,0.01,9.44,0.00,168,320,0,0.00,
NewZealand.JPG,1,55,30,8.50,11,0.00,8.06,0.00,162,340,0,0.00,
NewZealand.JPG,1,55,30,9.00,11,0.00,0.67,0.00,156,360,0,0.00,
NewZealand.JPG,1,55,30,9.50,11,0.00,0.00,0.00,152,380,0,0.00,
Norway.JPG,1,55,30,0.00,11,15.50,78.65,4.93,0,0,0,1.00,
Norway.JPG,1,55,30,0.50,11,13.94,51.67,3.76,20,20,20,1.00,
Norway.JPG,1,55,30,1.00,11,12.43,52.01,2.03,40,40,40,1.00,
Norway.JPG,1,55,30,1.50,11,10.68,38.73,1.88,60,60,60,1.00,
Norway.JPG,1,55,30,2.00,11,9.13,48.57,0.91,80,80,80,1.00,
Norway.JPG,1,55,30,2.50,11,7.66,40.22,0.55,100,100,100,1.00,
Norway.JPG,1,55,30,3.00,11,6.07,33.74,0.00,120,120,0,1.00,
Norway.JPG,1,55,30,3.50,11,4.48,35.20,0.00,140,140,0,0.98,
Norway.JPG,1,55,30,4.00,11,3.03,25.85,0.00,157,160,0,0.85,
Norway.JPG,1,55,30,4.50,11,1.66,21.81,0.00,170,180,0,0.63,
Norway.JPG,1,55,30,5.00,11,0.88,18.83,0.00,174,200,0,0.38,
Norway.JPG,1,55,30,5.50,11,0.36,23.02,0.00,172,220,0,0.18,
Norway.JPG,1,55,30,6.00,11,0.11,12.00,0.00,165,240,0,0.06,
Norway.JPG,1,55,30,6.50,11,0.04,8.10,0.00,158,260,0,0.03,
Norway.JPG,1,55,30,7.00,11,0.01,9.30,0.00,152,280,0,0.01,
Norway.JPG,1,55,30,7.50,11,0.01,9.90,0.00,146,300,0,0.00,
Norway.JPG,1,55,30,8.00,11,0.00,3.16,0.00,144,320,0,0.00,
Norway.JPG,1,55,30,8.50,11,0.00,0.00,0.00,140,340,0,0.00,
Norway.JPG,1,55,30,9.00,11,0.00,0.00,0.00,137,360,0,0.00,
Norway.JPG,1,55,30,9.50,11,0.00,0.00,0.00,135,380,0,0.00,
